1 ALLEN STREET,Unspecified,Unknown,Unknown
2594 7 AVENUE,32,1001705,239716
26 CANAL STREET,7,986908,199570
26 CLINTON STREET,Unspecified,988605,201799
26 EAST 103 STREET,Unspecified,Unknown,Unknown
26 EDGECOMBE AVENUE,32,998853,237306
26 ELDRIDGE STREET,5,986051,199819
26 JEFFERSON STREET,7,987415,199166
26 LUDLOW STREET,7,986830,199957
26 MACOMBS PLACE,Unspecified,Unknown,Unknown
26 MERCER STREET,Unspecified,Unknown,Unknown
26 MULBERRY STREET,Unspecified,Unknown,Unknown
26 ST MARKS PLACE,9,987445,204845
26 THOMPSON STREET,1,983067,202654
26 WEST 27 STREET,13,987171,210617
260 AUDUBON AVENUE,33,1002627,247888
260 EAST 72 STREET,19,995521,219518
260 LENOX AVENUE,28,999116,233162
260 RIVERSIDE DRIVE,24,991605,229671
260 WEST 106 STREET,24,993272,231158
260 WEST 135 STREET,32,999367,236574
260 WEST 27 STREET,10,985508,211542
260 WEST END AVENUE,20,988531,223343
2600 BROADWAY,24,992349,229300
2602 BROADWAY,24,992359,229319
2604 BROADWAY,24,992368,229337
2606 BROADWAY,24,992378,229355
2606 BROADWAY,24,992378,229355
2608 BROADWAY,24,992388,229373
261 BOWERY,Unspecified,986219,202797
261 CANAL STREET,5,983994,201126
261 CANAL STREET,5,983994,201126
261 DYCKMAN STREET,34,1004024,255004
261 WEST 39 STREET,14,987028,214282
2612 BROADWAY,24,992408,229409
2616 BROADWAY,24,992428,229445
262 ST NICHOLAS AVENUE,28,997256,234199
262 WEST 118 STREET,28,997178,232654
262 WEST 77 STREET,20,989390,224446
263 1 AVENUE,13,989284,206029
263 CANAL STREET,5,983978,201141
263 MULBERRY STREET,5,985482,202935
263 MULBERRY STREET,5,985482,202935
264 MULBERRY STREET,Unspecified,985504,202975
264 SHERMAN AVENUE,Unspecified,Unknown,Unknown
264 WEST 116 STREET,28,996903,232184
264 WEST 124 STREET,28,997930,234031
264 WEST 125 STREET,28,998068,234279
264 WEST 72 STREET,20,988812,223234
264 WEST STREET,1,981042,202713
2640 BROADWAY,24,992611,229774
265 BOWERY,5,986229,202834
265 CANAL STREET,5,983962,201156
265 MULBERRY STREET,5,985492,202960
2652 BROADWAY,24,992664,229870
2655 BROADWAY,24,992675,229900
2656 BROADWAY,24,992682,229901
2658 BROADWAY,24,992691,229917
266 CANAL STREET,5,983958,201152
266 WEST 127 STREET,28,998319,234761
267 CANAL STREET,5,983947,201171
267 CANAL STREET,5,983947,201171
268 EAST 7 STREET,9,990465,202879
269 CANAL STREET,5,983931,201187
269 CANAL STREET,5,983931,201187
27 AUDUBON AVENUE,33,1001133,245180
27 CANAL STREET,7,986798,199617
27 CARMINE STREET,6,983413,205293
27 DESBROSSES STREET,1,981455,202860
27 EAST 92 STREET,19,996288,225236
27 GRAND STREET,1,982940,202622
27 WEST 125 STREET,28,999944,233245
270 DYCKMAN STREET,34,1003915,255113
270 LAFAYETTE STREET,5,985260,202992
2706 BROADWAY,24,993016,230550
271 CANAL STREET,5,983874,201240
271 EAST 78 STREET,19,996345,220902
271 EAST 78 STREET,19,996345,220902
271 SHERMAN AVENUE,34,1006824,254935
272 BLEECKER STREET,6,983371,205783
272 CANAL STREET,5,983870,201236
272 EAST 7 STREET,9,990493,202864
272 GRAND STREET,5,986220,200816
272 GRAND STREET,5,986220,200816
272 MANHATTAN AVENUE,28,995601,231481
272 SHERMAN AVENUE,34,1006896,254975
272 WEST 115 STREET,Unspecified,Unknown,Unknown
272 WEST 125 STREET,28,998024,234303
272 WEST 139 STREET,32,999690,237608
273 WEST 138 STREET,32,999567,237386
273 WEST 138 STREET,32,999567,237386
2735 BROADWAY,24,993096,230849
274 CANAL STREET,5,983855,201249
274 WEST 125 STREET,28,998013,234309
275 CANAL STREET,5,983850,201262
275 CONVENT AVENUE,26,998591,238742
275 WADSWORTH AVENUE,34,1002971,250211
275 WEST 146 STREET,32,1000708,239175
2750 8 AVENUE,Unspecified,Unknown,Unknown
2754 BROADWAY,24,993139,231139
2758 BROADWAY,24,993143,231186
278 MULBERRY STREET,5,985582,203178
279 MULBERRY STREET,5,985572,203170
279 WEST 11 STREET,6,982972,207436
2794 BROADWAY,24,993210,231750
28 EAST 125 STREET,25,1000515,232923
28 MACOMBS PLACE,32,1001199,240282
28 MARKET STREET,Unspecified,985798,198965
28 MOTT STREET,5,984582,199637
28 ST MARKS PLACE,9,987471,204831
28 WEST 125 STREET,28,999938,233242
28 WEST 125 STREET,28,999938,233242
28 WEST 130 STREET,32,1000577,234396
280 LAFAYETTE STREET,5,985312,203076
280 MANHATTAN AVENUE,28,995641,231552
280 WEST 115 STREET,28,996682,231983
280 WEST 86 STREET,20,990495,226623
280 WEST STREET,1,981101,203115
281 CHURCH STREET,1,982879,201124
281 FIFTH AVENUE,Unspecified,988004,211000
281 LAFAYETTE STREET,5,985300,203046
282 8 AVENUE,10,984835,211100
282 EAST 7 STREET,9,990560,202827
282 HUDSON STREET,1,982137,203560
282 LAFAYETTE STREET,5,985322,203092
282 WEST 115 STREET,Unspecified,Unknown,Unknown
2825 8 AVENUE,32,1001020,240322
2825 8 AVENUE,32,1001020,240322
2829 FREDERICK DOUGLAS BOULEVARD,32,1001045,240367
283 7 AVENUE,13,985861,211098
283 LAFAYETTE STREET,5,985312,203064
283 ST NICHOLAS AVENUE,26,997301,234538
283 WEST 115 STREET,Unspecified,Unknown,Unknown
283 WEST 118 STREET,28,997047,232733
2833 ST NICHOLAS AVE,Unspecified,Unknown,Unknown
284 GRAND STREET,Unspecified,986334,200771
2847 8 AVENUE,32,1001183,240618
2847 8 AVENUE,Unspecified,Unknown,Unknown
285 FT WASHINGTON AVENUE,33,1000651,247102
285 ST NICHOLAS AVENUE,26,997307,234549
285 ST NICHOLAS AVENUE,26,997307,234549
285 ST NICHOLAS AVENUE,26,997307,234549
285 ST NICHOLAS AVENUE,26,997307,234549
286 SPRING STREET,1,982270,203703
286 WEST 127 STREET,28,998210,234822
286 WEST 127 STREET,28,998210,234822
2868 BROADWAY,26,993668,232612
2870 BROADWAY,26,993677,232628
2871 BROADWAY,26,993668,232623
288 WEST STREET,1,981130,203312
288 WEST STREET,1,981130,203312
2895 8 AVENUE,32,1001403,241016
2895 8 AVENUE,32,1001403,241016
2895 8 AVENUE,32,1001403,241016
29 7 AVENUE,6,984133,207975
29 7 AVENUE SOUTH,6,983032,205531
29 AVENUE A,9,988229,202749
29 CLINTON STREET,7,988584,201762
29 WEST 26 STREET,13,987101,210372
29 WEST 27 STREET,13,987212,210601
290 COLUMBUS AVENUE,20,990335,222896
290 DYCKMAN STREET,34,1003764,255278
290 LENOX AVENUE,28,999281,233460
290 WEST END AVENUE,20,988767,223767
291 BROOME STREET,5,986501,201088
291 GRAND STREET,5,986438,200723
292 BROOME STREET,Unspecified,Unknown,Unknown
292 ELIZABETH STREET,9,986109,203343
293 CHURCH STREET,1,982970,201276
293 LAFAYETTE STREET,5,985369,203156
293 WEST 12 STREET,6,982983,207988
295 BROOME STREET,5,986467,201101
295 CANAL STREET,1,983685,201416
297 7 AVENUE,13,985937,211235
297 WEST 112 STREET,28,996216,231351
297 WEST 112 STREET,28,996216,231351
298 BROOME STREET,5,986446,201116
298 BROOME STREET,5,986446,201116
3 DOYERS STREET,5,984845,199495
3 DOYERS STREET,5,984845,199495
3 LUDLOW STREET,7,986729,199713
3 PRINCE STREET,5,986058,202485
3 ST MARKS PLACE,9,987167,205009
3 WEST 125 STREET,28,1000093,233163
3 WEST 125 STREET,28,1000093,233163
3 WEST 129 STREET,32,1000607,234090
3 WHITE STREET,1,982603,201354
30 ALLEN STREET,Unspecified,986435,200051
30 CANAL STREET,7,986878,199581
30 DOWNING STREET,6,983306,205021
30 EAST 95 STREET,19,996669,225914
30 HOWARD STREET,5,984046,201453
30 HOWARD STREET,5,984046,201453
30 JANE STREET,6,983298,208196
30 MAIDEN LANE,1,981829,197525
30 MOTT STREET,5,984579,199658
30 MT MORRIS PARK WEST,28,999516,232810
30 MULBERRY STREET,5,984363,199609
30 WEST 125 STREET,28,999925,233249
30 WEST 125 STREET,28,999925,233249
300 CANAL STREET,1,983672,201420
300 EAST 109 STREET,23,1000675,227972
300 EAST 4 STREET,9,989632,202485
300 EAST 81 STREET,19,997062,221451
300 EAST 82 STREET,19,997191,221683
300 EAST 83 STREET,19,997318,221913
300 EAST 83 STREET,19,997318,221913
300 EAST 88 STREET,19,997975,223100
300 EAST 88 STREET,19,997975,223100
300 EAST 91 STREET,19,998355,223786
300 EAST 91 STREET,19,998355,223786
300 EAST 91 STREET,19,998355,223786
300 MERCER STREET,6,986010,205402
300 WEST 144 STREET,32,1000142,238842
300 WEST 151 STREET,32,1001048,240465
300 WEST 155 STREET,32,1001553,241400
300 WEST 21 STREET,10,984290,210402
301 CANAL STREET,1,983639,201459
301 EAST 104 STREET,23,1000024,226797
301 EAST 108 STREET,Unspecified,Unknown,Unknown
301 EAST 71 STREET,19,995745,219074
301 EAST 82 STREET,19,997194,221688
301 EAST 88 STREET,19,997978,223105
301 EAST 89 STREET,19,998104,223335
301 EAST 90 STREET,19,998230,223563
301 EAST 91 STREET,19,998358,223791
301 EAST 91 STREET,19,998358,223791
301 MULBERRY STREET,9,985689,203479
301 WEST 111 STREET,28,995903,231226
301 WEST 112 STREET,28,996030,231454
301 WEST 115 STREET,28,996411,232142
301 WEST 116 STREET,28,996547,232388
301 WEST 125 STREET,28,997710,234484
301 WEST 128 STREET,32,998111,235180
301 WEST 13 STREET,6,983365,208564
301 WEST 143 STREET,Unspecified,Unknown,Unknown
301 WEST 152 STREET,32,1001177,240698
301 WEST 154 STREET,32,1001421,241157
301 WEST 154 STREET,32,1001421,241157
301 WEST 18 STREET,10,983938,209768
301 WEST 18 STREET,Unspecified,Unknown,Unknown
301 WEST 20 STREET,10,984175,210194
301 WEST 30 STREET,14,985437,212472
301 WEST 96 STREET,24,991594,229055
302 CONVENT AVENUE,30,998776,239085
302 EAST 119 STREET,25,1001985,230289
302 EAST 126 STREET,25,1002913,231914
302 EAST 91 STREET,19,998364,223781
302 EAST 91 STREET,19,998364,223781
303 CANAL STREET,1,983623,201474
303 EAST 115 STREET,25,1001447,229341
303 EAST 119 STREET,25,1001979,230300
303 EAST 92 STREET,19,998494,224014
303 EAST 93 STREET,19,998621,224243
303 EAST HOUSTON STREET,7,988825,202089
303 WEST 123 STREET,28,997455,234001
303 WEST 128 STREET,32,998106,235183
303 WEST 128 STREET,32,998106,235183
303 WEST 92 STREET,24,991085,228119
304 AUDUBON AVENUE,34,1002869,248327
304 EAST 110 STREET,23,1000824,228194
304 EAST 118 STREET,25,1001858,230061
304 MULBERRY STREET,9,985726,203560
304 WEST 155 STREET,32,1001540,241407
304 WEST 155 STREET,32,1001540,241407
304 WEST 21 STREET,10,984268,210414
305 CANAL STREET,1,983608,201488
305 EAST 76 STREET,19,996424,220255
305 EAST 86 STREET,19,997734,222619
305 EAST 86 STREET,19,997734,222619
305 EAST 88 STREET,19,997997,223095
305 WEST 46 STREET,18,987456,216170
306 EAST 86 STREET,19,997740,222608
306 FT WASHINGTON AVENUE,33,1000721,247310
306 WEST 133 STREET,32,998720,236314
307 7 AVENUE,13,986019,211381
307 EAST 84 STREET,19,997477,222136
307 WEST 125 STREET,28,997676,234503
307 WEST 126 STREET,28,997811,234747
308 EAST 94 STREET,19,998775,224450
3080 BROADWAY,26,995037,235084
309 5 AVENUE,Unspecified,988208,211371
309 EAST 45 STREET,17,992474,213090
309 EAST HOUSTON STREET,7,988868,202072
309 ELIZABETH STREET,9,986145,203479
309 WEST 125 STREET,28,997664,234509
31 2 AVENUE,9,986874,203298
31 ALLEN STREET,5,986433,200063
31 CATHERINE STREET,5,985071,198860
31 DESBROSSES STREET,1,981340,202875
31 DIVISION STREET,5,985333,199444
31 EAST 31 STREET,Unspecified,988686,210963
31 OLIVER STREET,5,984852,198726
31 POST AVENUE,Unspecified,Unknown,Unknown
31 ST JAMES PLACE,5,984409,198692
31 TIEMANN PLACE,26,995514,236342
31 WEST 87 STREET,24,992593,225789
310 EAST 93 STREET,19,998656,224217
310 WEST 112 STREET,28,995999,231465
310 WEST 112 STREET,Unspecified,Unknown,Unknown
310 WEST 127 STREET,Unspecified,Unknown,Unknown
310 WEST 14 STREET,6,983388,208875
310 WEST 148 STREET,32,1000651,239795
310 WEST 44 STREET,14,987165,215725
311 10 AVENUE,10,983707,212792
311 EAST 92 STREET,19,998532,223993
311 WEST 117 STREET,28,996626,232667
311 WEST 125 STREET,28,997653,234515
311 WEST 72 STREET,20,988267,223541
312 BOWERY,9,986388,203431
312 EAST 95 STREET,19,998919,224669
312 EAST 95 STREET,19,998919,224669
312 MANHATTAN AVENUE,28,995846,231932
312 WEST 127 STREET,28,997913,234984
313 EAST 95 STREET,19,998922,224674
315 EAST 74 STREET,19,996214,219767
315 EAST 95 STREET,19,998932,224669
315 FIFTH AVENUE,Unspecified,988241,211430
315 WEST 112 STREET,28,995990,231476
315 WEST 23 STREET,10,984474,210919
3151 BROADWAY,26,995514,235957
316 EAST 93 STREET,19,998684,224201
316 MOTT STREET,9,985945,203536
316 WEST 112 STREET,28,995981,231474
316 WEST 135 STREET,Unspecified,Unknown,Unknown
3163 BROADWAY,26,995582,236078
317 9 AVENUE,10,984558,212470
317 EAST 34 STREET,17,991188,210484
317 EAST 73 STREET,19,996096,219530
317 EAST 74 STREET,19,996224,219761
317 WEST 114 STREET,Unspecified,Unknown,Unknown
318 CANAL STREET,1,983629,201460
318 EAST 6 STREET,9,987609,204184
318 EAST 95 STREET,19,998948,224653
318 WEST 142 STREET,32,999837,238418
318 WEST 37 STREET,14,986224,214132
3181 BROADWAY,26,995713,236316
319 CANAL STREET,1,983465,201621
319 WEST 42 STREET,14,986860,215281
3193 BROADWAY,26,995750,236383
32 ALLEN STREET,Unspecified,986444,200075
32 CORNELIA STREET,6,983629,205738
32 EAST BROADWAY,5,985275,199245
32 MOTT STREET,5,984577,199679
32 MOTT STREET,5,984577,199679
320 2 AVENUE,13,989001,207124
320 EAST 86 STREET,19,997806,222572
320 MANHATTAN AVENUE,28,995876,231985
320 ST NICHOLAS AVENUE,28,997492,234873
320 WADSWORTH AVENUE,34,1003282,250784
321 CANAL STREET,1,983452,201633
321 CANAL STREET,1,983452,201633
321 EAST 108 STREET,23,1000642,227692
321 WEST 116 STREET,28,996430,232453
321 WEST 116 STREET,28,996430,232453
321 WEST 125 STREET,28,997595,234547
322 CANAL STREET,1,983620,201469
322 WEST 115 STREET,28,996278,232208
322 WEST 115 STREET,28,996278,232208
323 EAST 108 STREET,23,1000651,227687
323 GRAND STREET,7,986857,200557
323 GRAND STREET,7,986857,200557
324 CANAL STREET,1,983615,201473
324 EAST 3 STREET,9,989926,202034
324 EAST 73 STREET,19,996130,219504
324 WEST 49 STREET,18,987719,216908
3247 BROADWAY,26,996100,237016
325 CANAL STREET,1,983427,201657
325 WEST 100 STREET,24,992026,230036
325 WEST 38 STREET,14,986317,214380
326 AUDUBON AVENUE,34,1003012,248584
326 EAST 11 STREET,9,988246,205248
326 EAST 65 STREET,19,995104,217633
326 EAST 78 STREET,19,996779,220654
327 EAST 94 STREET,19,998862,224409
327 LENOX AVENUE,28,999526,233916
328 BROOME STREET,5,985954,201311
328 EAST 62 STREET,19,994835,216888
328 EAST 9 STREET,9,988015,204808
329 LENOX AVENUE,28,999537,233936
3291 BROADWAY,26,996365,237495
33 JANE STREET,6,983034,208202
33 POST AVENUE,34,1005301,253746
330 AUDUBON AVENUE,34,1003030,248616
330 BROOME STREET,5,985935,201318
330 EAST 106 STREET,23,1000427,227193
330 EAST 91 STREET,19,998496,223708
330 WADSWORTH AVENUE,34,1003320,250854
3300 BROADWAY,30,996471,237674
331 1 AVENUE,13,989761,206885
331 EAST 6 STREET,9,987668,204158
331 LEXINGTON AVENUE,17,990476,212303
331 WEST 38 STREET,14,986283,214399
332 9 AVENUE,14,984661,212645
332 EAST 67 STREET,19,995386,218073
332 EAST 76 STREET,19,996552,220177
332 EAST 86 STREET,19,997862,222541
332 EAST 95 STREET,19,999013,224617
3320 BROADWAY,Unspecified,996572,237854
333 EAST 76 STREET,19,996555,220182
334 AUDUBON AVENUE,34,1003048,248649
3347 BROADWAY,30,996733,238159
335 1 AVENUE,13,989782,206926
335 EAST 6 STREET,9,987687,204148
335 EAST 81 STREET,19,997236,221361
335 LENOX AVENUE,28,999571,233996
3359 BROADWAY,30,996797,238274
336 EAST 81 STREET,19,997231,221357
336 EAST 95 STREET,19,999032,224606
337 1 AVENUE,13,989793,206946
337 EAST 116 STREET,Unspecified,Unknown,Unknown
337 WEST 138 STREET,32,999023,237686
337 WEST 138 STREET,32,999023,237686
3371 BROADWAY,30,996890,238441
338 8 AVENUE,10,985163,211694
338 8 AVENUE,10,985163,211694
339 7 AVENUE,14,986236,211772
339 CANAL STREET,1,983313,201764
339 EAST 94 STREET,19,998918,224378
339 GRAND STREET,7,987004,200499
339 GRAND STREET,7,987004,200499
339 WEST 4 STREET,6,983184,208477
3397 BROADWAY,30,997041,238713
3399 BROADWAY,30,997051,238731
34 HILLSIDE AVENUE,34,1003723,252080
34 HOWARD STREET,5,983994,201485
34 LUDLOW STREET,7,986904,200145
34 RENWICK STREET,1,981907,203505
34 RENWICK STREET,1,981907,203505
34 THOMPSON STREET,1,983111,202722
34 WALKER STREET,1,983155,201331
34 WEST 128 STREET,32,1000288,233963
34 WEST 132 STREET,32,1000794,234881
340 AUDUBON AVENUE,34,1003102,248746
340 EAST 4 STREET,9,990022,202268
340 PLEASANT AVENUE,25,1003066,229492
3403 BROADWAY,30,997099,238817
3405 BROADWAY,30,997109,238835
341 EAST 78 STREET,19,996860,220617
341 GRAND STREET,7,987068,200472
341 GRAND STREET,7,987068,200472
341 GRAND STREET,7,987068,200472
341 LENOX AVENUE,32,999628,234099
341 LENOX AVENUE,32,999628,234099
341 SECOND AVENUE,13,989132,207377
342 EAST 62 STREET,19,994889,216859
342 EAST 71 STREET,19,995939,218960
3420 BROADWAY,30,997220,239024
3424 BROADWAY,30,997239,239060
3426 BROADWAY,30,997249,239077
342A WEST 21 STREET,10,984054,210533
343 1 AVENUE,13,989826,207006
343 EAST 115 STREET,25,1001635,229238
343 EAST 21 STREET,13,989831,207341
343 EAST 66 STREET,19,995309,217824
343 EAST 99 STREET,Unspecified,999586,225545
343 LENOX AVENUE,32,999637,234115
3431 BROADWAY,30,997277,239141
344 EAST 106 STREET,23,1000493,227156
344 EAST 112 STREET,Unspecified,Unknown,Unknown
344 EAST 62 STREET,19,994897,216854
344 WEST 11 STREET,6,981996,207250
3440 BROADWAY,30,997410,239174
3440 BROADWAY,30,997410,239174
3446 BROADWAY,Unspecified,997379,239310
345 AMSTERDAM AVENUE,20,989903,223963
345 EAST 116 STREET,25,1001785,229486
345 EAST 6 STREET,9,987734,204122
345 EAST 6 STREET,9,987734,204122
3456 BROADWAY,30,997548,239387
3456 BROADWAY,30,997548,239387
346 EAST 34 STREET,17,991316,210406
346 EAST 62 STREET,19,994904,216850
3468 BROADWAY,30,997515,239557
347 EAST 6 STREET,9,987743,204116
347 WEST 71 STREET,20,988171,223269
3479 BROADWAY,30,997554,239639
348 EAST 110 STREET,23,1001030,228080
348 EAST 119 STREET,25,1002197,230172
348 EAST 62 STREET,19,994912,216846
348 EAST 62 STREET,19,994912,216846
3487 BROADWAY,30,997622,239761
349 3 AVENUE,13,989244,209032
349 EAST 10 STREET,9,989937,204033
349 EAST 119 STREET,25,1002195,230180
349 EAST 65 STREET,19,995210,217581
349 EAST 65 STREET,19,995210,217581
35 FORT WASHINGTON AVENUE,33,999596,244037
35 FT WASHINGTON AVENUE,33,999596,244037
35 HAMILTON PLACE,30,997407,238740
35 MADISON STREET,5,984549,198627
35 MADISON STREET,5,984549,198627
35 MARKET STREET,5,985801,198873
35 MARKET STREET,5,985801,198873
35 WEST 110 STREET,28,997739,229927
35 WEST 116 STREET,Unspecified,Unknown,Unknown
35 WEST 125 STREET,28,999895,233273
35 WEST 125 STREET,28,999895,233273
35 WEST 13 STREET,6,985530,207368
350 EAST 109 STREET,23,1000911,227844
350 EAST 118 STREET,25,1002073,229941
350 EAST 118 STREET,25,1002073,229941
350 EAST 92 STREET,19,998717,223885
350 LAFAYETTE STREET,Unspecified,985823,203920
350 WEST 57 STREET,18,988593,218832
3501 BROADWAY,30,997718,239936
351 1 AVENUE,13,989893,207123
351 3 AVENUE,13,989255,209052
351 EAST 82 STREET,19,997428,221558
351 EAST 82 STREET,19,997428,221558
351 ST NICHOLAS AVENUE,26,997778,235256
3514 BROADWAY,30,997792,240057
352 EAST 105 STREET,Unspecified,Unknown,Unknown
352 EAST 85 STREET,19,997819,222241
352 EAST 86 STREET,19,997956,222489
352 EAST 86 STREET,19,997956,222489
352 MANHATTAN AVENUE,28,996028,232252
352 WEST 116 STREET,28,996135,232609
352 WEST 116 STREET,28,996135,232609
3523 BROADWAY,30,997872,240212
3527 BROADWAY,30,997889,240243
353 EAST 15 STREET,13,988983,206110
353 EAST 15 STREET,13,988983,206110
353 EAST 15 STREET,13,988983,206110
353 EAST 77 STREET,19,996776,220362
353 WEST 125 STREET,26,997305,234706
3539 BROADWAY,30,997941,240337
354 EAST 20 STREET,13,989493,207243
354 EAST 78 STREET,19,996911,220582
354 EAST 81 STREET,19,997315,221310
354 WEST 116 STREET,28,996124,232615
354 WEST 116 STREET,28,996124,232615
3546 BROADWAY,30,998018,240464
355 EAST 78 STREET,19,996930,220578
355 WEST 125 STREET,26,997294,234712
355 WEST 41 STREET,14,986312,215276
355 WEST 45 STREET,18,987046,216096
356 BROOME STREET,5,985533,201564
356 CONVENT AVENUE,Unspecified,Unknown,Unknown
356 EAST 13 STREET,9,988644,205636
356 EAST 87 STREET,19,998111,222726
356 EAST 87 STREET,19,998111,222726
356 EAST 89 STREET,19,998363,223183
3560 BROADWAY,Unspecified,998121,240650
3569 BROADWAY,30,998141,240698
357 BOWERY,9,986570,204077
357 BOWERY,9,986570,204077
3573 BROADWAY,30,998166,240744
358 EAST 78 STREET,19,996929,220572
358 WEST 51 STREET,18,987780,217471
358 WEST STREET,6,981330,205339
359 AUDUBON AVENUE,Unspecified,Unknown,Unknown
359 BOWERY,9,986575,204097
359 EAST 68 STREET,19,995637,218239
359 WEST 126 STREET,Unspecified,Unknown,Unknown
3593 BROADWAY,30,998299,240986
36 GREENE STREET,1,983585,202095
36 HOWARD STREET,5,983968,201501
36 MOTT STREET,5,984572,199721
36 WEST 26 STREET,13,987056,210390
36 WEST 8 STREET,6,984875,206268
360 EAST 65 STREET,19,995263,217545
3600 BROADWAY,30,998372,241104
3601 BROADWAY,30,998366,241107
3612 BROADWAY,30,998431,241210
362 AUDUBON AVENUE,34,1003241,248998
362 BROADWAY,5,983253,200629
362 CATHEDRAL PARKWAY,24,995292,231236
362 WADSWORTH AVENUE,34,1003537,251239
362 WEST 110 STREET,24,995292,231236
362 WEST 125 STREET,26,997245,234733
362 WEST 125 STREET,26,997245,234733
362 WEST 125 STREET,26,997245,234733
362 WEST 125 STREET,26,997245,234733
362 WEST 36 STREET,14,985854,214047
364 AUDUBON AVENUE,34,1003249,249013
3640 BROADWAY,30,998624,241560
365 WEST 125 STREET,26,997236,234744
3658 BROADWAY,30,998750,241787
3658 BROADWAY,30,998750,241787
3669 BROADWAY,30,998804,241895
367 WADSWORTH AVENUE,34,1003565,251266
367 west 191 street,Unspecified,Unknown,Unknown
3672 BROADWAY,30,998819,241910
368 BROOME STREET,5,985405,201632
368 BROOME STREET,5,985405,201632
368 ST NICHOLAS AVENUE,32,997916,235429
369 LENOX AVENUE,32,999790,234390
3696 BROADWAY,30,998956,242157
37 KENMARE STREET,5,985554,201864
37 KENMARE STREET,5,985554,201864
37 KENMARE STREET,Unspecified,985554,201864
37 LENOX AVENUE,28,997631,230486
37 MADISON STREET,5,984574,198631
37 MADISON STREET,Unspecified,984574,198631
37 ORCHARD STREET,7,986624,200062
370 8 AVENUE,10,985373,212072
370 WEST 30 STREET,14,985044,212691
371 BROOME STREET,5,985315,201673
371 BROOME STREET,5,985315,201673
371 LENOX AVENUE,32,999801,234410
371 LENOX AVENUE,32,999801,234410
371 WADSWORTH AVENUE,Unspecified,Unknown,Unknown
374 CANAL STREET,1,983069,201985
3750 BROADWAY,33,999348,242867
3750 BROADWAY,33,999348,242867
3755 BROADWAY,33,999354,242891
376 BROADWAY,5,983375,200819
3769 BROADWAY,33,999381,243105
3769 BROADWAY,33,999381,243105
3772 BROADWAY,33,999467,243082
3774 BROADWAY,33,999474,243095
3775 10 AVENUE,34,1006069,253135
3777 BROADWAY,33,999377,243173
3786 BROADWAY,33,999554,243238
3789 BROADWAY,33,999559,243259
3790 BROADWAY,33,999574,243273
3795 10 AVENUE,34,1006188,253349
38 EAST BROADWAY,5,985325,199250
38 LUDLOW STREET,7,986920,200188
38 MOTT STREET,5,984570,199742
380 AUDUBON AVENUE,34,1003343,249183
380 BROADWAY,5,983430,200904
380 CANAL STREET,1,983023,202027
380 CONVENT AVENUE,30,999295,240021
3803 10 AVENUE,34,1006236,253435
3803 BROADWAY,33,999655,243433
3803 BROADWAY,33,999655,243433
3805 10 AVENUE,34,1006248,253456
381 BROADWAY,1,983424,200907
3815 9 AVENUE,34,1006839,253316
3815 9 AVENUE,34,1006839,253316
3815 9 AVENUE,34,1006839,253316
3817 BROADWAY,33,999724,243558
3820 BROADWAY,33,999777,243641
3821 BROADWAY,33,999771,243644
3825 BROADWAY,33,999791,243679
3827 BROADWAY,33,999801,243697
3828 BROADWAY,33,999821,243720
383 BROADWAY,1,983435,200925
383 WEST 125 STREET,26,997133,234802
3830 BROADWAY,33,999832,243740
3834 BROADWAY,33,999854,243780
3834 BROADWAY,Unspecified,999854,243780
3837 BROADWAY,33,999850,243785
384 MANHATTAN AVENUE,28,996241,232635
3840 BROADWAY,33,999912,243884
3840 BROADWAY,33,999912,243884
3840 BROADWAY,33,999912,243884
3842 BROADWAY,33,999920,243900
3848 BROADWAY,33,999947,243948
3848 BROADWAY,33,999947,243948
3848 BROADWAY,33,999947,243948
3860 BROADWAY,33,1000030,244095
3861 BROADWAY,33,1000024,244098
3862 BROADWAY,33,1000039,244113
3863 10 AVENUE,34,1006612,254120
3864 10 AVENUE,34,1006602,254115
3866 BROADWAY,33,1000059,244148
3867 10 AVENUE,34,1006628,254151
3868 10 AVENUE,34,1006625,254157
3868 BROADWAY,33,1000069,244166
3869 10 AVENUE,34,1006637,254166
3869 10 AVENUE,34,1006637,254166
3869 10 AVENUE,34,1006637,254166
3875 BROADWAY,33,1000102,244237
3875 BROADWAY,33,1000102,244237
3875 BROADWAY,33,1000102,244237
388 AUDUBON AVENUE,34,1003381,249251
388 CONVENT AVENUE,30,999330,240084
388 WEST STREET,6,981393,206243
388 WEST STREET,6,981393,206243
3880 BROADWAY,33,1000155,244322
3880 BROADWAY,33,1000155,244322
3883 BROADWAY,33,1000168,244356
3885 BROADWAY,33,1000177,244372
3885A BROADWAY,33,1000177,244372
3885B BROADWAY,33,1000177,244372
3887 BROADWAY,33,1000185,244388
3889 BROADWAY,33,1000194,244404
3891 BROADWAY,33,1000203,244420
3892 BROADWAY,Unspecified,Unknown,Unknown
3893 BROADWAY,33,1000212,244436
3893 BROADWAY,33,1000212,244436
3897 BROADWAY,33,1000229,244468
3897 BROADWAY,33,1000229,244468
39 DELANCEY STREET,5,986458,201484
39 DIVISION STREET,5,985406,199451
39 GRAMERCY PARK NORTH,13,988451,208105
39 MADISON STREET,Unspecified,984654,198641
39 MOTT STREET,5,984577,199804
390 2 AVENUE,13,989477,207986
390 BROOME STREET,Unspecified,Unknown,Unknown
3906 10 AVENUE,34,1006865,254586
